transaction_hash,transaction_index,from_address,to_address,value,input,output,trace_type,call_type,reward_type,gas,gas_used,subtraces,trace_address,error,status,block_timestamp,block_number,block_hash,trace_id
0x6c22327a67ea4bd661288ce476ae3fe86e80c645d4dabe99326ae767ac75d2f2,108,0x7830c87c02e56aff27fa8ab1241711331fa86f43,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0,0xca350aa60000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000003d090000000000000000000000000000000000000000000000000000000000000000f00000000000000000000000095ad61b0a150d79219dcf64e1e6cc01f0b64c4ce000000000000000000000000389d4b17b941776236322727812d61e10f449af60000000000000000000000000000000000000000000ca80ebeaad614af2f000000000000000000000000000041e5560054824ea6b0732e656e3ad64e20e94e45000000000000000000000000a294cca691e4c83b1fc0c8d63d9a3eef0a196de1000000000000000000000000000000000000000000000000000007092cf41520000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000978a57f4b1dec0fe7e9d687b1e2cb95c02d2370c00000000000000000000000000000000000000000000000000000000059bdc18000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000fbaae3c68baab3bebc3ca04ebe7114e8cbd165f6000000000000000000000000000000000000000000000000000000001daead70000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000f271bcff1209e62a3ff68493c4c40a79e84bb13d000000000000000000000000000000000000000000000000000000003b986ca0000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000a43504c02dc99185b85aa15cfc82523eb2af708d000000000000000000000000000000000000000000000000000000004bfef4c0000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec70000000000000000000000009efb97b9fce3ff9a098cf70db3154fa0606f3cc600000000000000000000000000000000000000000000000000000000b1c789d30000000000000000000000007d1afa7b718fb893db30a3abc0cfc608aacfebb00000000000000000000000001efb7887ae43d77544a25abc6e7b56a492d8bc85000000000000000000000000000000000000000000000001b7af06efaa5e84000000000000000000000000007d1afa7b718fb893db30a3abc0cfc608aacfebb000000000000000000000000006109b4154a502c508efdf6e41d8a2a87161c9b900000000000000000000000000000000000000000000001b4b83eef4c53b18000000000000000000000000007d1afa7b718fb893db30a3abc0cfc608aacfebb000000000000000000000000009e64ff9b2ca4ef8171cc25069b95157cb0d4ae9000000000000000000000000000000000000000000000029aa5f57a0ec6fa0000000000000000000000000004a220e6096b25eadb88358cb44068a3248254675000000000000000000000000a4ff48b1ca3943f3d008fb42f55f3450a7b6cb530000000000000000000000000000000000000000000000001d281e1b962084000000000000000000000000000bc529c00c6401aef6d220be8c6ea1667f6ad93e000000000000000000000000a294cca691e4c83b1fc0c8d63d9a3eef0a196de1000000000000000000000000000000000000000000000000144d05ef75fb38000000000000000000000000003c4b6e6e1ea3d4863700d7f76b36b7f3d3f13e3d00000000000000000000000086904e32b0d7a8e1ab4dc4a02bae7ff93e9a2d33000000000000000000000000000000000000000000000000000006cbbb431d79000000000000000000000000514910771af9ca656af840dff83e8264ecf986ca000000000000000000000000107c9100338c7601840b260b5bf9df3df1092cf20000000000000000000000000000000000000000000000020ef9927af8453c00000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c91f8e904b482bb2f279f4a631162aba60c60a7d00000000000000000000000000000000000000000000000000000000232aaf80,0x,call,call,,1964476,370805,15,,,1,2023-03-01 00:58:11,16730357,0x718ef6d927de95ed79ed2420a5cbd36ffd9ea17073e25bac9c9f4b8d967f76a0,call_0x6c22327a67ea4bd661288ce476ae3fe86e80c645d4dabe99326ae767ac75d2f2_
0x685ff4de5a71e890486ba267da616905e984809c03ae3cbb24b6489d8c4a2689,216,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xeb1a8c53bee260051d541a0c43ec008b0acff054,0,0x022c0d9f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032cd74aa738058b000000000000000000000000ef1c6e67703c7bd7107eed8303fbe6ec2554bf6b00000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000,0x,call,call,,134016,37546,3,5,,1,2023-03-02 09:20:59,16739956,0x53fc209ee32ece2b1029437ac4e4e12953503ca920336926a6f798d712244062,call_0x685ff4de5a71e890486ba267da616905e984809c03ae3cbb24b6489d8c4a2689_5
0x92e3d7debf72c857f4b8b609403e9d5795cbdf56d48fb37141c380c644f94123,95,0xba12222222228d8ba445958a75a0704d566bf2c8,0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,0,0x23b872dd000000000000000000000000f1665af579151f6135e753d0fc140d689208356d0000000000000000000000009008d19f58aabd9ed0d60971565aa8510560ab4100000000000000000000000000000000000000000000000051a9b0e453a09b9f,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,270561,9537,0,"1,0,1",,1,2023-03-01 03:49:35,16731206,0x523d16a818caffbe3ca58a111c632eb3f87ff170f0e1ad6d03d9107c8424cb89,call_0x92e3d7debf72c857f4b8b609403e9d5795cbdf56d48fb37141c380c644f94123_1_0_1
0x2d144f3bf7db2a0452be27ad0083da8d44f469ab2f4b39a171eefc47f74c9847,84,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,0xa9059cbb000000000000000000000000b72d332c48066f849cb521a64a4089ae5242164f00000000000000000000000000000000000000000000000000000001da75c70d,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,115111,11617,1,"4,0",,1,2023-03-02 10:52:47,16740409,0x69dbf02a9d64bacac5bd1a0aee8afbc73e9c2300be54e6c7ecbbdc2cfdf344c7,call_0x2d144f3bf7db2a0452be27ad0083da8d44f469ab2f4b39a171eefc47f74c9847_4_0
0xcd5b6fae995ac979847fcdc43451c608d448f556dd90749c1f8ee11c7d36513b,89,0x000000000000ad05ccc4f10045630fb830b95127,0x983e96c26782a8db500a6fb8ab47a52e1b44862d,1682600000000000000,0xe04d94ae000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000004c000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000001ce8c7523d274c2217ff1c2c94dbd631adb305927b5e14e0110c04dbda752eee6c4398c582aca8a65469295263756f309a92cc2c77a44cda78a38758d96b3c2962000000000000000000000000000000000000000000000000000000000000032000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000ff76f3000000000000000000000000aebc58c8b711452def1bb5dd7fdd04be15fa4aec00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000dab4a563819e8fd93dba3b25bc3495000000000000000000000000bd8451d2d5fb88469a764b05c1e0b623c510614500000000000000000000000000000000000000000000000000000000000067d30000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ce0eb154f90000000000000000000000000000000000000000000000000000000000006400c154000000000000000000000000000000000000000000000000000000006409fbd200000000000000000000000000000000000000000000000000000000000001a00000000000000000000000000000000069d5768e98b47143d1c2e5f876a8d6fd000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000032000000000000000000000000c8f8e2f59dd95ff67c3d39109eca2e2a017d4c8a0000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001400000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000001cd5ba96a4e275318b8674e2b5d582a2985c875fcec7a3e29e0e53485e5998a7286ed79cdbe04b425a437f7e87425a2099409da043702a7decf42fd085c8bb6e8900000000000000000000000000000000000000000000000000000000000000053f50f330ae46cace9551f898472af6d942f8db244616d522fb8ef8981be79c7de5cd449c6fb33a50e41b8c760ccda5be82f7f30e203e70ac65513ddf10ac8fb5b5921c135fc010845d238a87c180f7fb0fdd0a5554557a21b65be0631f4e196a082d90a5fa20f802120dfe9770650b1f75f012ff81d7dd763bb1cc56a5a910eeec10c3732c11f35153a548bc5cc9eeee89ecbd4407dc3eae00c03c9d82c09e4d00000000000000000000000000000000000000000000000000000000000000e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ff76f300000000000000000000000039da41747a83aee658334415666f3ef92dd0d54100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000dab4a563819e8fd93dba3b25bc3495000000000000000000000000bd8451d2d5fb88469a764b05c1e0b623c510614500000000000000000000000000000000000000000000000000000000000067d30000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ce0eb154f90000000000000000000000000000000000000000000000000000000000006400c155000000000000000000000000000000000000000000000000000000006400e02700000000000000000000000000000000000000000000000000000000000001a00000000000000000000000000000000081967f80992b737c96ff5e00d4d6dc8800000000000000000000000000000000000000000000000000000000000001c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000001c27be76f069895e32826be293fcfe1f56ea9a6dbd16b5cb95fb39417d9667da4738316c76fd664d593b2b55a7123286b3af34d121a97bda903e2e388784f7f3a1,0x,call,delegatecall,,6325511,163385,6,"3,0,0,16,0",,1,2023-03-02 16:43:11,16742132,0x1120734da2348682721644d509cd1dde7dd375f12e52e5e0101fc16f39ee6d2c,call_0xcd5b6fae995ac979847fcdc43451c608d448f556dd90749c1f8ee11c7d36513b_3_0_0_16_0
0x21106fa264e646fdc3e939df13a1eea050d63010e937797d6adcaad633ffe449,95,0x000000000000ad05ccc4f10045630fb830b95127,0x0000000000a39bb272e79075ade125fd351887ac,0,0x23b872dd000000000000000000000000acb868f2cde053a7666dfaea4717c2347a6bb439000000000000000000000000c3799c8897cafe974d52ee277d5ed7c84be63b09000000000000000000000000000000000000000000000000000c9cb4c8f3e000,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,916898,18049,1,"0,0,0,3",,1,2023-03-01 21:44:23,16736518,0x05cb2c5a1e079ddfa32fd9b7fb005547282726511830b37b1770721f10d46c2f,call_0x21106fa264e646fdc3e939df13a1eea050d63010e937797d6adcaad633ffe449_0_0_0_3
0xc39451145951ea5260c99758c91dab48a85fb0d1b168f8853d4e31afd4ff1f1c,65,0xd1917932a7db6af687b523d5db5d7f5c2734763f,0x05b902c7fd6d221d582bb973fe6e253921568717,0,0xa9059cbb0000000000000000000000007b742cdc39215ee85202edcb1e1c9326e6e7a7ca0000000000000000000000000000000000000000000000133fc43b308c078000,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,3884944,13074,0,"0,128",,1,2023-03-01 22:43:23,16736810,0xf08359467a2f42ddc2be05ef7a137f957b6e0c7a2337ac9ef064fe74b79b026a,call_0xc39451145951ea5260c99758c91dab48a85fb0d1b168f8853d4e31afd4ff1f1c_0_128
0xc2bc90e62b19c862d5a8ea8d7037693051faf6290df36d6d9c43311c0a2c280f,96,0x838af967537350d2c44abb8c010e49e32673ab94,0xf9835375f6b268743ea0a54d742aa156947f8c06,0,0x6962f845000000000000000000000000ecb456ea5365865ebab8a2661b0c503410e9b34700000000000000000000000000000000000000000000000000000952298f456e,0x000000000000000000000000000000000000000000000000045d68f012b5bbeb,call,call,,132656,12749,1,"0,5",,1,2023-03-02 18:03:59,16742526,0xc03d7ca088ec1cfe6fb00feb400543685121a75189d942e07895661b27f4e5d0,call_0xc2bc90e62b19c862d5a8ea8d7037693051faf6290df36d6d9c43311c0a2c280f_0_5
0xecf04fb466c70789df416bf514d3ea40d01db47713128d8d737184584c83f044,23,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf,0,0xa9059cbb000000000000000000000000125e75701283c193f2d7f55b971cb859bab140200000000000000000000000000000000000000000000000000000000068cb4879,0x0000000000000000000000000000000000000000000000000000000000000001,call,delegatecall,,60192,19628,0,0,,1,2023-03-01 14:55:47,16734497,0xc0eb07f69f70cdfa8b929677040ca0b2d0a3ae96d1bc470730063b9d49890b16,call_0xecf04fb466c70789df416bf514d3ea40d01db47713128d8d737184584c83f044_0
0x50ca9d8c027f4af2ae20db47a2db253bada09202778abdbf036e34c8343c4e03,135,0xd3ca35355106cb8bc5fd7c534275509673319d83,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0,0xfa461e3300000000000000000000000000000000000000000000000002a4a20522a7339effffffffffffffffffffffffffffffffffffffffffffffffffffffffe41e9c74000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000200000000000000000000000003aada3e213abf8529606924d8d1c55cbdc70bf74,0x0000000000000000000000000000000000000000000000000000000000000000,call,call,,253236,11146,1,"3,1,0,0,0,2",,0,2023-03-02 03:25:11,16738200,0x50ca39093dfe4e9d03b5e7c413461eba2951383de0db5c08727f78393b292026,call_0x50ca9d8c027f4af2ae20db47a2db253bada09202778abdbf036e34c8343c4e03_3_1_0_0_0_2
0x5cd6a51449670888dc82ccc8adbea6e23db89287b0ba1422f2a7500128408ae2,56,0x42d52847be255eacee8c3f96b3b223c0b3cc0438,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,0,0xa9059cbb00000000000000000000000074de5d4fcbf63e00296fd95d33236b9794016631000000000000000000000000000000000000000000000000000000000031787d,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,104846,32265,0,"0,0,0,3,0",,1,2023-03-02 00:57:59,16737470,0x506a56d7b19881bad89c66908a200a977a68c78ec0dfd66c87c1546c6d69e85d,call_0x5cd6a51449670888dc82ccc8adbea6e23db89287b0ba1422f2a7500128408ae2_0_0_0_3_0
0x1de235ef71ee9cacf199af8fc8aa983ab61fbc9c953d65e56be4972b30db98d8,2,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xa9059cbb000000000000000000000000f8b721bff6bf7095a0e10791ce8f998baa254fd0000000000000000000000000000000000000000000000000f197c4fdb123df6d,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,173947,12862,0,"1,0",,1,2023-03-01 02:59:47,16730959,0x1d86be55edc9b7e1d01879d0b8e246d5f289119bfa1b0dc340e690e6d10f246b,call_0x1de235ef71ee9cacf199af8fc8aa983ab61fbc9c953d65e56be4972b30db98d8_1_0
0x3cb297aa22062903334f7a9ee81c02176cd2081091f98721c12bd039f534a9ff,94,0xc8bc328c041af2c91a97178e751e564929796d7e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,0xa9059cbb000000000000000000000000cf3bc7350531362f7540d7c90f08661377f01806000000000000000000000000000000000000000000000000000000009502f900,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,57785,44017,1,,,1,2023-03-02 19:12:23,16742865,0x7d151886545f319ce177222c3f7805e1efd18539708f6ef6216aca4f383e0361,call_0x3cb297aa22062903334f7a9ee81c02176cd2081091f98721c12bd039f534a9ff_
0xeea94621c40adf69429b090945c28c712bde138ed2bb1084556179a28b43e596,13,0x8731d54e9d02c286767d56ac03e8037c07e01e98,0x06d538690af257da524f25d0cd52fd85b1c2173e,0,0x068bcd8d000000000000000000000000000000000000000000000000000000000000000d,0x000000000000000000000000101816545f6bd2b1076434b54383a1e633390a2e,call,staticcall,,1146851,2514,0,"0,0,1,0,0,0",,1,2023-03-02 00:36:23,16737365,0x42ac8b89db046a177a0d4b5f084242dc86b31313dfe64af31d8f71501c06a024,call_0xeea94621c40adf69429b090945c28c712bde138ed2bb1084556179a28b43e596_0_0_1_0_0_0
0x7de2c7b36fec4b612c971b9bc74b09e4ecb288eb1fbf7de721b0f5f2b983ac7e,15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdef1c0ded9bec7f1a1670819833240f027b25eff,25290422753091985,0x,0x,call,call,,2300,55,0,"0,5,0",,1,2023-03-02 04:39:35,16738567,0x71003d0ea1f864658c9a0c175909f2f4587e5c46b04eee33848138a34b167686,call_0x7de2c7b36fec4b612c971b9bc74b09e4ecb288eb1fbf7de721b0f5f2b983ac7e_0_5_0
0x7b950d12fd532e1f44cb12665dddcbb6ec98a2be0c7677563741f7d494f74a83,103,0x00000000006c3852cbef3e08e8df289169ede581,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,0,0x0e1d31dc598dcb3fc31b087839f3d4302a46fc5063b7a0411c51ad29f0166450a90955b50000000000000000000000003b5418282282f75adc2992b63e518a0c763935e6000000000000000000000000f2881caed705571bc7eaad6ca8e126d88f17a2370000000000000000000000000000000000000000000000000000000000000000,0x0e1d31dc00000000000000000000000000000000000000000000000000000000,call,staticcall,,573520,257,0,1,,1,2023-03-02 12:17:47,16740831,0xef4fcc5b8b990f2bdb5aee824289777453677fb5c5c7c5955c7bef86150f911c,call_0x7b950d12fd532e1f44cb12665dddcbb6ec98a2be0c7677563741f7d494f74a83_1
0x84a9def2607cd360fa312d16522df250c7aac336d7118d601924686cd779cb8d,6,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xba7872534a6c9097d805d8bee97e030f4e372e54,0,0x022c0d9f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041aa35faa06770c000000000000000000000000def1c0ded9bec7f1a1670819833240f027b25eff00000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000,0x,call,call,,82819,47826,3,"5,0,2",,1,2023-03-02 03:21:23,16738181,0xc0df1a7889b88700143066dc5600b0191bb52041222e0f3060680a426205fa24,call_0x84a9def2607cd360fa312d16522df250c7aac336d7118d601924686cd779cb8d_5_0_2
0xfff0c0ddb3947e4910a159fdd861c506f4fb416a8736fa2214db549560cc8883,87,0x46fa6f8cc35c1f464ea78196080f5cfd1d76f6e9,0x716e837aceb8460a2d3c95240386da515c0a02f5,0,0x75151b63000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000000000000000000000000000000000000000000000000000000000000001,call,staticcall,,1988787,2089,1,"45,1,11,0",,1,2023-03-02 22:56:59,16743976,0x4f325c125cea9a35f36480d2d65caaa9616a1686f35b69333a6f0d17a6eb7af2,call_0xfff0c0ddb3947e4910a159fdd861c506f4fb416a8736fa2214db549560cc8883_45_1_11_0
0x71f0f9e566b2925245689c8534e6f790862f2c320ea74aef0c9d4525b0bea63d,38,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,0xa9059cbb000000000000000000000000e0554a476a092703abdb3ef35c80e0d76d32939f000000000000000000000000000000000000000000000000000000003b01f094,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,234705,9617,1,"1,2,0,0,2,0",,1,2023-03-01 19:17:23,16735791,0x3130ed9ec9beb0f59cd450645abcd0a4de7c3b9c231aaeacdcdb8757eba9c0f6,call_0x71f0f9e566b2925245689c8534e6f790862f2c320ea74aef0c9d4525b0bea63d_1_2_0_0_2_0
0xca494f45265802b446a81106209eacee39ae04ea77f75f35cb82c7f7b4e802a7,99,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x1111111254eeb25477b68fb85ed929f73a960582,0,0xe449022e0000000000000000000000000000000000000000000000056bc75e2d63100000000000000000000000000000000000000000000000000000056182f5fbec554800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000cd423f3ab39a11ff1d9208b7d37df56e902c932bab4991fe,0x000000000000000000000000000000000000000000000000057d9fc188e6b510,call,call,,193044,87835,3,"1,0,1",,1,2023-03-01 19:20:11,16735805,0x7a7aa42a7540a04cd8833ee5a9fc8aa317a535e74cc6eeb8b04be1019daba90c,call_0xca494f45265802b446a81106209eacee39ae04ea77f75f35cb82c7f7b4e802a7_1_0_1
0xc5b991a132a95a3c839ec541a6c6117ca2192722f7674508b0bf08383e267ac1,27,0xa4e5961b58dbe487639929643dcb1dc3848daf5e,0xcea6e7dcdff4b54aaa4fe049dd8c53b5cc21f0d8,4804790000000000,0x,0x,call,call,,1000,0,0,,,1,2023-03-01 14:55:35,16734496,0x55c477abac878f18efe2f1a9d22110b10a0e5fc348d713aec50d04a56ae24d16,call_0xc5b991a132a95a3c839ec541a6c6117ca2192722f7674508b0bf08383e267ac1_
0x9847776166c42622a0f422a50d07e3e5fbecbb6a4db4e3ac0302a39ea4b2f335,135,0x37109070391ad7cee96cbc388de1c2a7e52dc0e3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0x70a0823100000000000000000000000037109070391ad7cee96cbc388de1c2a7e52dc0e3,0x00000000000000000000000000000000000000000000000442da0500bf212155,call,staticcall,,40335,534,0,"4,2",,1,2023-03-02 20:15:35,16743174,0x074205d680839043c9588c5b6135643c906d6afd3fffe76f1883bcea411ecb1d,call_0x9847776166c42622a0f422a50d07e3e5fbecbb6a4db4e3ac0302a39ea4b2f335_4_2
0x8f300b40d3425091b49ac5dae35fa1b2c313d38fb1fffc485ba9e553ccdf489d,180,0x000000000000ad05ccc4f10045630fb830b95127,0x00000000000111abe46ff893f3b2fdf1f759a8a8,0,0x789f93f6000000000000000000000000cd1f6be81f1dc58558f44bbc5ca4cc43cbb1ec05000000000000000000000000c2b46c60afe93cda3855f67fcda6d6844723ddb80000000000000000000000003d86bac82fcdea5ae9336caca704803317bf567e0000000000000000000000000000000000000000000000000000000000000a59,0x,call,call,,3079946,24993,1,"0,31,0,4",,1,2023-03-01 07:07:59,16732186,0xb1ef4c6b3837acf7654ff224b2ad754e20d4bb0146ffe5a22046a518c862ac52,call_0x8f300b40d3425091b49ac5dae35fa1b2c313d38fb1fffc485ba9e553ccdf489d_0_31_0_4
